hourstamp,slot,hour,price_ct,floor_ct,spot_ct,forecast_kwh,forecast_lower,forecast_upper,margin_eur
2026-08-11 06:30:00,26,6,25.53,25.53,11.065,11.48,11.13,11.84,0.0
2026-08-11 06:45:00,27,6,28.65,25.54,11.074,11.43,11.11,11.76,0.36
2026-08-11 07:00:00,28,7,26.48,26.48,12.011,3.3,3.06,3.56,0.0
2026-08-11 07:15:00,29,7,26.33,26.33,11.861,3.66,3.39,3.95,0.0
2026-08-11 07:30:00,30,7,29.23,26.13,11.668,11.17,10.42,11.97,0.35
2026-08-11 07:45:00,31,7,84.75,25.71,11.243,12.32,11.6,13.08,7.27
2026-08-11 08:00:00,32,8,57.11,26.15,11.68,11.83,11.78,11.88,3.66
2026-08-11 08:15:00,33,8,25.59,25.59,11.12,9.96,9.21,10.77,0.0
2026-08-11 08:30:00,34,8,25.11,25.11,10.64,8.27,7.64,8.95,0.0
2026-08-11 08:45:00,35,8,24.51,24.51,10.046,9.89,9.12,10.72,0.0
2026-08-11 09:00:00,36,9,24.08,24.08,9.615,11.08,10.22,12.03,0.0
2026-08-11 09:15:00,37,9,23.46,23.46,8.993,10.4,9.58,11.31,0.0
2026-08-11 09:30:00,38,9,23.03,23.03,8.56,9.97,9.16,10.84,0.0
2026-08-11 09:45:00,39,9,22.6,22.6,8.134,10.07,9.25,10.96,0.0
2026-08-11 10:00:00,40,10,47.54,21.93,7.465,11.51,11.26,11.75,2.95
2026-08-11 10:15:00,41,10,47.24,21.55,7.086,11.82,11.57,12.08,3.04
2026-08-11 10:30:00,42,10,43.83,21.31,6.845,11.5,11.18,11.83,2.59
2026-08-11 10:45:00,43,10,50.07,21.06,6.591,11.17,10.99,11.36,3.24
2026-08-11 11:00:00,44,11,56.11,20.49,6.024,10.67,10.61,10.73,3.8
2026-08-11 11:15:00,45,11,52.71,20.28,5.817,12.14,12.0,12.29,3.94
2026-08-11 11:30:00,46,11,55.88,20.18,5.712,11.43,11.36,11.49,4.08
2026-08-11 11:45:00,47,11,59.0,20.06,5.597,11.59,11.59,11.59,4.51
2026-08-11 12:00:00,48,12,61.96,19.57,5.1,11.5,11.44,11.56,4.87
2026-08-11 12:15:00,49,12,59.0,19.44,4.975,12.27,12.27,12.27,4.85
2026-08-11 12:30:00,50,12,55.33,19.42,4.953,12.18,12.1,12.26,4.37
2026-08-11 12:45:00,51,12,55.29,19.37,4.905,12.0,11.92,12.09,4.31
2026-08-11 13:00:00,52,13,51.69,18.92,4.449,11.71,11.55,11.87,3.84
2026-08-11 13:15:00,53,13,55.07,19.06,4.597,11.05,10.97,11.13,3.98
2026-08-11 13:30:00,54,13,55.16,19.19,4.726,12.3,12.22,12.39,4.43
2026-08-11 13:45:00,55,13,59.0,19.38,4.917,11.78,11.78,11.78,4.67
2026-08-11 14:00:00,56,14,58.44,19.2,4.731,11.01,11.0,11.02,4.32
2026-08-11 14:15:00,57,14,52.17,19.56,5.091,12.23,12.08,12.39,3.99
2026-08-11 14:30:00,58,14,49.2,19.93,5.465,11.04,10.84,11.24,3.23
2026-08-11 14:45:00,59,14,52.78,20.37,5.906,11.56,11.42,11.69,3.75
2026-08-11 15:00:00,60,15,46.39,20.49,6.02,11.75,11.41,12.1,3.04
2026-08-11 15:15:00,61,15,53.27,21.02,6.557,11.66,11.51,11.82,3.76
2026-08-11 15:30:00,62,15,47.17,21.47,7.002,11.81,11.49,12.13,3.04
2026-08-11 15:45:00,63,15,50.82,22.03,7.561,11.73,11.51,11.96,3.38
2026-08-11 16:00:00,64,16,57.41,22.29,7.822,11.95,11.91,12.0,4.2
2026-08-11 16:15:00,65,16,73.68,22.8,8.333,11.57,11.19,11.97,5.89
2026-08-11 16:30:00,66,16,77.1,23.22,8.755,11.92,11.43,12.43,6.42
2026-08-11 16:45:00,67,16,90.01,23.7,9.233,11.8,10.98,12.68,7.83
2026-08-11 17:00:00,68,17,150.0,24.66,10.193,22.96,19.22,27.44,28.78
2026-08-11 17:15:00,69,17,150.0,24.94,10.475,21.12,17.68,25.24,26.42
2026-08-11 17:30:00,70,17,150.0,25.28,10.81,18.34,15.35,21.91,22.87
2026-08-11 17:45:00,71,17,150.0,25.64,11.169,18.33,15.34,21.9,22.8
2026-08-11 18:00:00,72,18,150.0,26.77,12.304,20.53,17.18,24.53,25.29
2026-08-11 18:15:00,73,18,150.0,26.81,12.339,20.53,17.18,24.53,25.29
2026-08-11 18:30:00,74,18,150.0,26.98,12.511,17.76,14.87,21.23,21.85
2026-08-11 18:45:00,75,18,150.0,27.08,12.61,15.5,12.97,18.52,19.05
2026-08-11 19:00:00,76,19,150.0,28.01,13.539,14.59,12.21,17.44,17.8
2026-08-11 19:15:00,77,19,27.83,27.83,13.364,11.03,10.38,11.72,0.0
2026-08-11 19:30:00,78,19,27.72,27.72,13.254,9.32,8.76,9.9,0.0
2026-08-11 19:45:00,79,19,27.74,27.74,13.275,8.95,8.42,9.52,0.0
2026-08-11 20:00:00,80,20,52.31,27.89,13.423,12.08,11.98,12.17,2.95
2026-08-11 20:15:00,81,20,45.97,27.61,13.142,11.21,11.04,11.38,2.06
2026-08-11 20:30:00,82,20,42.71,27.38,12.914,11.06,10.85,11.27,1.7
2026-08-11 20:45:00,83,20,42.4,27.03,12.56,12.46,12.22,12.71,1.92
2026-08-11 21:00:00,84,21,45.24,26.76,12.291,12.65,12.44,12.85,2.34
2026-08-11 21:15:00,85,21,47.96,26.32,11.849,11.59,11.44,11.74,2.51
2026-08-11 21:30:00,86,21,44.63,26.04,11.572,12.01,11.81,12.21,2.23
2026-08-11 21:45:00,87,21,41.21,25.66,11.198,12.19,11.94,12.45,1.89
2026-08-11 22:00:00,88,22,41.05,25.48,11.015,12.25,12.0,12.51,1.91
2026-08-11 22:15:00,89,22,31.31,25.06,10.599,11.17,10.81,11.53,0.7
2026-08-11 22:30:00,90,22,24.85,24.85,10.386,12.23,11.75,12.73,0.0
2026-08-11 22:45:00,91,22,24.51,24.51,10.045,9.74,9.36,10.15,0.0
2026-08-11 23:00:00,92,23,24.36,24.36,9.894,11.56,11.1,12.04,0.0
2026-08-11 23:15:00,93,23,24.1,24.1,9.637,11.5,11.04,11.98,0.0
2026-08-11 23:30:00,94,23,23.92,23.92,9.456,6.44,6.18,6.71,0.0
2026-08-11 23:45:00,95,23,23.72,23.72,9.258,6.6,6.33,6.88,0.0
