hourstamp,slot,hour,price_ct,floor_ct,spot_ct,forecast_kwh,forecast_lower,forecast_upper,margin_eur
2026-06-14 11:15:00,45,11,68.93,20.28,5.817,10.2,9.77,10.65,4.96
2026-06-14 11:30:00,46,11,68.86,20.18,5.712,10.34,9.91,10.8,5.04
2026-06-14 11:45:00,47,11,65.54,20.06,5.597,11.14,10.82,11.46,5.07
2026-06-14 12:00:00,48,12,68.48,19.57,5.1,11.33,10.87,11.81,5.54
2026-06-14 12:15:00,49,12,68.4,19.44,4.975,11.3,10.84,11.77,5.53
2026-06-14 12:30:00,50,12,68.39,19.42,4.953,9.92,9.52,10.34,4.86
2026-06-14 12:45:00,51,12,68.36,19.37,4.905,10.55,10.12,10.99,5.17
2026-06-14 13:00:00,52,13,71.35,18.92,4.449,9.9,9.38,10.45,5.19
2026-06-14 13:15:00,53,13,71.44,19.06,4.597,11.08,10.5,11.71,5.81
2026-06-14 13:30:00,54,13,71.52,19.19,4.726,11.12,10.53,11.75,5.82
2026-06-14 13:45:00,55,13,71.63,19.38,4.917,11.32,10.71,11.96,5.91
2026-06-14 14:00:00,56,14,71.52,19.2,4.731,10.07,9.54,10.64,5.27
2026-06-14 14:15:00,57,14,68.47,19.56,5.091,10.73,10.29,11.18,5.25
2026-06-14 14:30:00,58,14,68.71,19.93,5.465,11.37,10.89,11.86,5.54
2026-06-14 14:45:00,59,14,72.22,20.37,5.906,10.63,10.03,11.27,5.51
2026-06-14 15:00:00,60,15,91.72,20.49,6.02,10.44,8.7,12.54,7.44
2026-06-14 15:15:00,61,15,88.74,21.02,6.557,10.81,9.15,12.76,7.32
2026-06-14 15:30:00,62,15,85.73,21.47,7.002,10.89,9.38,12.64,7.0
2026-06-14 15:45:00,63,15,82.81,22.03,7.561,10.95,9.58,12.51,6.66
2026-06-14 16:00:00,64,16,86.14,22.29,7.822,10.55,9.06,12.28,6.74
2026-06-14 16:15:00,65,16,86.4,22.8,8.333,11.14,9.56,12.98,7.08
2026-06-14 16:30:00,66,16,86.61,23.22,8.755,11.04,9.46,12.89,7.0
2026-06-14 16:45:00,67,16,80.53,23.7,9.233,10.99,9.74,12.39,6.25
2026-06-14 17:00:00,68,17,150.0,24.66,10.193,14.62,9.79,21.84,18.33
2026-06-14 17:15:00,69,17,150.0,24.94,10.475,15.11,10.12,22.57,18.9
2026-06-14 17:30:00,70,17,150.0,25.28,10.81,17.88,11.97,26.71,22.3
2026-06-14 17:45:00,71,17,150.0,25.64,11.169,18.62,12.46,27.81,23.15
2026-06-14 18:00:00,72,18,150.0,26.77,12.304,14.68,9.83,21.93,18.09
2026-06-14 18:15:00,73,18,150.0,26.81,12.339,15.11,10.12,22.58,18.62
2026-06-14 18:30:00,74,18,150.0,26.98,12.511,13.06,8.75,19.51,16.07
2026-06-14 18:45:00,75,18,150.0,27.08,12.61,13.12,8.78,19.6,16.13
2026-06-14 19:00:00,76,19,150.0,28.01,13.539,11.5,7.7,17.18,14.03
2026-06-14 19:15:00,77,19,131.67,27.83,13.364,10.93,7.93,15.06,11.35
2026-06-14 19:30:00,78,19,143.89,27.72,13.254,11.03,7.59,16.04,12.82
2026-06-14 19:45:00,79,19,70.53,27.74,13.275,10.4,9.89,10.95,4.45
2026-06-14 20:00:00,80,20,58.42,27.89,13.423,9.52,9.51,9.54,2.91
2026-06-14 20:15:00,81,20,58.21,27.61,13.142,10.82,10.79,10.84,3.31
2026-06-14 20:30:00,82,20,58.03,27.38,12.914,10.86,10.84,10.89,3.33
2026-06-14 20:45:00,83,20,51.62,27.03,12.56,10.51,10.3,10.72,2.58
2026-06-14 21:00:00,84,21,48.32,26.76,12.291,10.43,10.13,10.73,2.25
2026-06-14 21:15:00,85,21,47.96,26.32,11.849,10.13,9.84,10.44,2.19
2026-06-14 21:30:00,86,21,47.73,26.04,11.572,10.07,9.77,10.38,2.18
2026-06-14 21:45:00,87,21,41.21,25.66,11.198,10.46,9.97,10.97,1.63
2026-06-14 22:00:00,88,22,41.05,25.48,11.015,10.26,9.78,10.77,1.6
2026-06-14 22:15:00,89,22,34.43,25.06,10.599,10.68,10.0,11.41,1.0
2026-06-14 22:30:00,90,22,40.5,24.85,10.386,10.9,10.37,11.45,1.7
2026-06-14 22:45:00,91,22,37.06,24.51,10.045,10.4,9.81,11.04,1.31
2026-06-14 23:00:00,92,23,40.06,24.36,9.894,9.82,9.33,10.33,1.54
2026-06-14 23:15:00,93,23,24.1,24.1,9.637,10.17,9.26,11.17,0.0
2026-06-14 23:30:00,94,23,23.92,23.92,9.456,5.01,4.56,5.51,0.0
2026-06-14 23:45:00,95,23,23.72,23.72,9.258,7.96,7.25,8.76,0.0
