hourstamp,slot,hour,price_ct,floor_ct,spot_ct,forecast_kwh,forecast_lower,forecast_upper,margin_eur
2026-06-08 06:45:00,27,6,41.1,25.54,11.074,7.24,6.7,7.82,1.13
2026-06-08 07:00:00,28,7,26.48,26.48,12.011,3.76,2.88,4.92,0.0
2026-06-08 07:15:00,29,7,26.33,26.33,11.861,3.83,2.93,5.01,0.0
2026-06-08 07:30:00,30,7,26.13,26.13,11.668,7.23,5.51,9.47,0.0
2026-06-08 07:45:00,31,7,106.5,25.71,11.243,7.02,4.75,10.37,5.67
2026-06-08 08:00:00,32,8,137.61,26.15,11.68,6.76,3.54,12.91,7.54
2026-06-08 08:15:00,33,8,109.57,25.59,11.12,6.99,4.61,10.59,5.87
2026-06-08 08:30:00,34,8,78.19,25.11,10.64,7.23,6.17,8.46,3.84
2026-06-08 08:45:00,35,8,90.39,24.51,10.046,7.1,5.48,9.19,4.67
2026-06-08 09:00:00,36,9,112.22,24.08,9.615,6.98,4.5,10.81,6.15
2026-06-08 09:15:00,37,9,124.69,23.46,8.993,6.8,3.96,11.67,6.88
2026-06-08 09:30:00,38,9,115.08,23.03,8.56,6.9,4.35,10.95,6.35
2026-06-08 09:45:00,39,9,70.38,22.6,8.134,7.31,6.66,8.03,3.49
2026-06-08 10:00:00,40,10,63.55,21.93,7.465,7.71,7.52,7.91,3.21
2026-06-08 10:15:00,41,10,60.09,21.55,7.086,8.06,8.01,8.1,3.1
2026-06-08 10:30:00,42,10,63.13,21.31,6.845,6.89,6.73,7.05,2.88
2026-06-08 10:45:00,43,10,59.74,21.06,6.591,7.54,7.51,7.57,2.92
2026-06-08 11:00:00,44,11,62.58,20.49,6.024,7.06,6.92,7.2,2.97
2026-06-08 11:15:00,45,11,62.44,20.28,5.817,8.16,8.01,8.32,3.44
2026-06-08 11:30:00,46,11,65.62,20.18,5.712,7.18,6.92,7.44,3.26
2026-06-08 11:45:00,47,11,62.29,20.06,5.597,7.71,7.57,7.85,3.25
2026-06-08 12:00:00,48,12,65.22,19.57,5.1,7.68,7.42,7.95,3.51
2026-06-08 12:15:00,49,12,65.14,19.44,4.975,7.99,7.72,8.27,3.65
2026-06-08 12:30:00,50,12,65.12,19.42,4.953,7.36,7.12,7.62,3.36
2026-06-08 12:45:00,51,12,58.56,19.37,4.905,8.06,8.04,8.08,3.16
2026-06-08 13:00:00,52,13,58.24,18.92,4.449,7.26,7.23,7.29,2.86
2026-06-08 13:15:00,53,13,61.62,19.06,4.597,8.21,8.09,8.33,3.49
2026-06-08 13:30:00,54,13,64.97,19.19,4.726,7.49,7.24,7.74,3.43
2026-06-08 13:45:00,55,13,65.1,19.38,4.917,7.77,7.51,8.04,3.55
2026-06-08 14:00:00,56,14,64.98,19.2,4.731,7.55,7.3,7.8,3.46
2026-06-08 14:15:00,57,14,61.95,19.56,5.091,7.6,7.47,7.72,3.22
2026-06-08 14:30:00,58,14,65.45,19.93,5.465,7.47,7.21,7.74,3.4
2026-06-08 14:45:00,59,14,62.5,20.37,5.906,8.05,7.89,8.21,3.39
2026-06-08 15:00:00,60,15,72.29,20.49,6.02,7.39,6.68,8.18,3.83
2026-06-08 15:15:00,61,15,75.84,21.02,6.557,7.41,6.52,8.43,4.06
2026-06-08 15:30:00,62,15,72.88,21.47,7.002,7.31,6.57,8.12,3.76
2026-06-08 15:45:00,63,15,73.22,22.03,7.561,7.06,6.34,7.87,3.62
2026-06-08 16:00:00,64,16,79.76,22.29,7.822,7.04,6.01,8.25,4.05
2026-06-08 16:15:00,65,16,83.22,22.8,8.333,7.09,5.9,8.53,4.29
2026-06-08 16:30:00,66,16,73.93,23.22,8.755,7.61,6.79,8.53,3.86
2026-06-08 16:45:00,67,16,80.53,23.7,9.233,7.62,6.47,8.99,4.33
2026-06-08 17:00:00,68,17,150.0,24.66,10.193,9.47,5.09,17.63,11.87
2026-06-08 17:15:00,69,17,150.0,24.94,10.475,10.4,5.59,19.36,13.0
2026-06-08 17:30:00,70,17,150.0,25.28,10.81,10.13,5.44,18.85,12.63
2026-06-08 17:45:00,71,17,150.0,25.64,11.169,9.57,5.14,17.81,11.9
2026-06-08 18:00:00,72,18,150.0,26.77,12.304,10.92,5.86,20.32,13.45
2026-06-08 18:15:00,73,18,150.0,26.81,12.339,10.08,5.42,18.77,12.42
2026-06-08 18:30:00,74,18,150.0,26.98,12.511,7.79,4.19,14.51,9.59
2026-06-08 18:45:00,75,18,137.71,27.08,12.61,7.67,4.48,13.13,8.49
2026-06-08 19:00:00,76,19,143.9,28.01,13.539,7.62,4.27,13.61,8.83
2026-06-08 19:15:00,77,19,150.0,27.83,13.364,8.23,4.42,15.33,10.06
2026-06-08 19:30:00,78,19,150.0,27.72,13.254,8.8,4.72,16.38,10.76
2026-06-08 19:45:00,79,19,131.66,27.74,13.275,7.64,4.65,12.54,7.93
2026-06-08 20:00:00,80,20,67.57,27.89,13.423,7.34,7.09,7.6,2.91
2026-06-08 20:15:00,81,20,67.39,27.61,13.142,7.36,7.11,7.62,2.93
2026-06-08 20:30:00,82,20,58.03,27.38,12.914,7.25,7.22,7.28,2.22
2026-06-08 20:45:00,83,20,54.69,27.03,12.56,7.73,7.6,7.87,2.14
2026-06-08 21:00:00,84,21,51.41,26.76,12.291,7.64,7.4,7.88,1.88
2026-06-08 21:15:00,85,21,51.05,26.32,11.849,7.77,7.52,8.03,1.92
2026-06-08 21:30:00,86,21,47.73,26.04,11.572,7.12,6.8,7.46,1.54
2026-06-08 21:45:00,87,21,41.21,25.66,11.198,7.26,6.75,7.81,1.13
2026-06-08 22:00:00,88,22,37.93,25.48,11.015,6.63,6.08,7.23,0.83
2026-06-08 22:15:00,89,22,31.31,25.06,10.599,7.22,6.44,8.09,0.45
2026-06-08 22:30:00,90,22,34.24,24.85,10.386,6.71,6.06,7.43,0.63
2026-06-08 22:45:00,91,22,30.79,24.51,10.045,6.98,6.22,7.85,0.44
2026-06-08 23:00:00,92,23,30.64,24.36,9.894,6.83,6.08,7.68,0.43
2026-06-08 23:15:00,93,23,27.25,24.1,9.637,7.41,6.5,8.45,0.23
2026-06-08 23:30:00,94,23,30.23,23.92,9.456,7.5,6.66,8.45,0.47
2026-06-08 23:45:00,95,23,26.88,23.72,9.258,7.24,6.34,8.27,0.23
