hourstamp,slot,hour,price_ct,floor_ct,spot_ct,forecast_kwh,forecast_lower,forecast_upper,margin_eur
2026-07-03 19:30:00,78,19,150.0,27.72,13.254,7.52,5.64,10.04,9.2
2026-07-03 19:45:00,79,19,150.0,27.74,13.275,5.88,4.41,7.85,7.19
2026-07-03 20:00:00,80,20,55.36,27.89,13.423,10.63,10.56,10.71,2.92
2026-07-03 20:15:00,81,20,49.03,27.61,13.142,10.88,10.67,11.09,2.33
2026-07-03 20:30:00,82,20,45.77,27.38,12.914,11.87,11.56,12.18,2.18
2026-07-03 20:45:00,83,20,48.55,27.03,12.56,10.79,10.57,11.01,2.32
2026-07-03 21:00:00,84,21,51.41,26.76,12.291,10.94,10.77,11.1,2.7
2026-07-03 21:15:00,85,21,47.96,26.32,11.849,11.39,11.15,11.64,2.47
2026-07-03 21:30:00,86,21,47.73,26.04,11.572,11.37,11.12,11.62,2.47
2026-07-03 21:45:00,87,21,47.42,25.66,11.198,11.27,11.01,11.53,2.45
2026-07-03 22:00:00,88,22,41.05,25.48,11.015,11.46,11.06,11.87,1.78
2026-07-03 22:15:00,89,22,34.43,25.06,10.599,10.59,10.09,11.11,0.99
2026-07-03 22:30:00,90,22,24.85,24.85,10.386,9.01,8.43,9.64,0.0
2026-07-03 22:45:00,91,22,24.51,24.51,10.045,11.41,10.66,12.21,0.0
2026-07-03 23:00:00,92,23,36.92,24.36,9.894,10.88,10.41,11.36,1.37
2026-07-03 23:15:00,93,23,24.1,24.1,9.637,9.14,8.53,9.79,0.0
2026-07-03 23:30:00,94,23,23.92,23.92,9.456,10.01,9.34,10.72,0.0
2026-07-03 23:45:00,95,23,23.72,23.72,9.258,11.7,10.91,12.54,0.0
